age,education,marital-status,race,workclass,education-num,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,native-country,income
*,No-Degree,Not-Partnered,White,Private,7,Transport-moving,Own-child,Male,0,0,60,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,60,Mexico,>50K
*,No-Degree,Not-Partnered,White,Private,9,Craft-repair,Not-in-family,Male,0,0,45,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Craft-repair,Other-relative,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Local-gov,7,Exec-managerial,Husband,Male,0,0,7,United-States,<=50K
*,No-Degree,Not-Partnered,Other,Private,6,Adm-clerical,Unmarried,Female,0,0,42,United-States,<=50K
*,Degree,Partnered,White,Private,14,Prof-specialty,Wife,Female,99999,0,50,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Machine-op-inspct,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,12,Sales,Husband,Male,3103,0,48,United-States,>50K
*,Degree,Partnered,White,Private,13,Exec-managerial,Husband,Male,0,0,40,?,>50K
*,No-Degree,Partnered,Asian-Pac-Islander,Private,3,Farming-fishing,Husband,Male,0,0,40,Philippines,<=50K
*,Degree,Not-Partnered,White,Private,13,Exec-managerial,Unmarried,Male,0,0,45,United-States,>50K
*,Degree,Partnered,White,Private,11,Tech-support,Husband,Male,7298,0,40,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,9,Machine-op-inspct,Not-in-family,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,13,Sales,Wife,Female,0,0,30,United-States,>50K
*,No-Degree,Partnered,White,Private,10,Exec-managerial,Husband,Male,7298,0,40,United-States,>50K
*,Degree,Not-Partnered,White,Private,13,Prof-specialty,Not-in-family,Male,0,0,45,United-States,<=50K
*,Degree,Not-Partnered,White,Self-emp-inc,11,Sales,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Handlers-cleaners,Own-child,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,?,9,?,Not-in-family,Female,2329,0,15,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Sales,Husband,Male,9386,0,40,United-States,>50K
*,No-Degree,Partnered,White,Self-emp-not-inc,9,Sales,Husband,Male,0,0,50,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,10,Tech-support,Own-child,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Self-emp-not-inc,12,Sales,Husband,Male,0,0,50,United-States,<=50K
*,No-Degree,Not-Partnered,White,Self-emp-not-inc,6,Exec-managerial,Own-child,Male,0,0,60,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,10,Other-service,Not-in-family,Female,0,0,35,United-States,<=50K
*,No-Degree,Partnered,Black,Local-gov,9,Transport-moving,Husband,Male,0,0,60,United-States,<=50K
*,No-Degree,Partnered,Black,Private,9,Handlers-cleaners,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Exec-managerial,Husband,Male,0,0,60,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Prof-specialty,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Local-gov,10,Farming-fishing,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Other-service,Not-in-family,Female,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,13,Prof-specialty,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,9,Sales,Husband,Male,0,0,50,United-States,>50K
*,Degree,Not-Partnered,White,Self-emp-inc,13,Sales,Not-in-family,Female,0,0,30,United-States,<=50K
*,Degree,Not-Partnered,Asian-Pac-Islander,Private,12,Adm-clerical,Not-in-family,Female,8614,0,60,United-States,>50K
*,Degree,Partnered,White,Private,13,Adm-clerical,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Local-gov,11,Adm-clerical,Own-child,Male,0,0,43,United-States,<=50K
*,Degree,Not-Partnered,White,Self-emp-not-inc,13,Exec-managerial,Not-in-family,Male,99999,0,20,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Transport-moving,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Partnered,White,Self-emp-not-inc,4,Transport-moving,Husband,Male,0,0,75,United-States,<=50K
*,No-Degree,Partnered,Asian-Pac-Islander,Private,9,Other-service,Husband,Male,0,0,60,Japan,<=50K
*,No-Degree,Not-Partnered,White,?,9,?,Not-in-family,Female,0,0,20,United-States,<=50K
*,Degree,Partnered,White,Private,11,Tech-support,Husband,Male,0,0,40,Mexico,<=50K
*,No-Degree,Not-Partnered,White,Self-emp-not-inc,10,Other-service,Not-in-family,Female,0,0,48,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-inc,9,Sales,Husband,Male,0,0,68,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,10,Other-service,Own-child,Male,0,0,40,Poland,<=50K
*,No-Degree,Not-Partnered,Black,Private,10,Adm-clerical,Other-relative,Female,0,0,30,Jamaica,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,9,Craft-repair,Husband,Male,0,0,55,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Adm-clerical,Wife,Female,2414,0,5,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Sales,Unmarried,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,11,Adm-clerical,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,Amer-Indian-Eskimo,Private,9,Transport-moving,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,2290,0,40,Greece,<=50K
*,No-Degree,Not-Partnered,White,?,9,?,Not-in-family,Male,0,0,10,United-States,<=50K
*,Degree,Not-Partnered,White,Federal-gov,12,Other-service,Unmarried,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,6,Adm-clerical,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Machine-op-inspct,Not-in-family,Female,0,0,24,United-States,<=50K
*,No-Degree,Not-Partnered,White,Self-emp-inc,9,Exec-managerial,Not-in-family,Male,0,0,42,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Sales,Not-in-family,Female,0,0,42,United-States,<=50K
*,No-Degree,Partnered,Other,Private,9,Farming-fishing,Unmarried,Male,0,0,40,Mexico,<=50K
*,No-Degree,Not-Partnered,White,Private,5,Craft-repair,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,?,6,?,Unmarried,Female,0,0,16,?,<=50K
*,Degree,Not-Partnered,Black,Private,12,Adm-clerical,Unmarried,Female,0,0,32,United-States,<=50K
*,Degree,Partnered,White,Private,13,Sales,Husband,Male,0,0,55,United-States,<=50K
*,Degree,Partnered,White,Private,13,Prof-specialty,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,State-gov,13,Prof-specialty,Own-child,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Self-emp-inc,13,Exec-managerial,Husband,Male,0,0,70,United-States,<=50K
*,No-Degree,Partnered,Asian-Pac-Islander,Self-emp-not-inc,9,Exec-managerial,Husband,Male,0,0,40,China,<=50K
*,No-Degree,Partnered,Black,Local-gov,10,Prof-specialty,Husband,Male,7688,0,50,United-States,>50K
*,No-Degree,Partnered,White,Private,10,Machine-op-inspct,Husband,Male,0,0,40,Mexico,<=50K
*,Degree,Not-Partnered,White,Private,13,Exec-managerial,Own-child,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,9,Transport-moving,Not-in-family,Male,0,0,50,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,9,Farming-fishing,Husband,Male,0,0,98,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,6,Craft-repair,Husband,Male,0,0,8,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Adm-clerical,Not-in-family,Female,0,0,60,United-States,<=50K
*,No-Degree,Partnered,White,Local-gov,5,Transport-moving,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,7,Adm-clerical,Unmarried,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Craft-repair,Husband,Male,0,0,55,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Prof-specialty,Not-in-family,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,14,Prof-specialty,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Craft-repair,Not-in-family,Male,0,0,60,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,8,Other-service,Not-in-family,Female,0,0,30,United-States,<=50K
*,Degree,Partnered,White,Self-emp-not-inc,11,Exec-managerial,Husband,Male,0,0,60,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Machine-op-inspct,Not-in-family,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Self-emp-not-inc,13,Prof-specialty,Wife,Female,0,1887,70,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,10,Adm-clerical,Own-child,Female,0,0,30,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Transport-moving,Husband,Male,0,0,80,United-States,>50K
*,No-Degree,Partnered,Black,Private,5,Transport-moving,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Transport-moving,Husband,Male,0,0,43,United-States,<=50K
*,No-Degree,Not-Partnered,White,State-gov,10,Adm-clerical,Own-child,Male,0,0,10,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Sales,Own-child,Female,0,0,18,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Adm-clerical,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,5,Other-service,Unmarried,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,9,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,5,Tech-support,Wife,Female,0,0,23,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Sales,Not-in-family,Male,0,0,45,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Other-service,Unmarried,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Other-service,Unmarried,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Machine-op-inspct,Not-in-family,Male,0,1876,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,9,Adm-clerical,Unmarried,Female,0,0,36,United-States,<=50K
*,No-Degree,Partnered,White,Private,5,Handlers-cleaners,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,Black,Private,9,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Local-gov,13,Prof-specialty,Husband,Male,0,1977,40,United-States,>50K
*,No-Degree,Not-Partnered,White,Self-emp-inc,7,Farming-fishing,Own-child,Male,0,0,30,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,6,Other-service,Unmarried,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Exec-managerial,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,9,Other-service,Unmarried,Female,0,0,24,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Other-service,Own-child,Female,0,0,38,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Craft-repair,Not-in-family,Female,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,12,Machine-op-inspct,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Adm-clerical,Not-in-family,Male,0,0,41,United-States,<=50K
*,Degree,Partnered,White,Private,14,Exec-managerial,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,40,United-States,>50K
*,Degree,Not-Partnered,White,Private,15,Prof-specialty,Not-in-family,Female,0,0,30,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-inc,9,Adm-clerical,Husband,Male,0,0,50,United-States,<=50K
*,No-Degree,Partnered,White,Local-gov,10,Protective-serv,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Partnered,White,Private,10,Exec-managerial,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Machine-op-inspct,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Transport-moving,Not-in-family,Male,0,0,70,United-States,<=50K
*,No-Degree,Partnered,White,Private,8,Transport-moving,Other-relative,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Federal-gov,14,Exec-managerial,Not-in-family,Female,10520,0,50,United-States,>50K
*,Degree,Partnered,White,Local-gov,14,Prof-specialty,Husband,Male,7688,0,55,United-States,>50K
*,No-Degree,Not-Partnered,Asian-Pac-Islander,Private,9,Sales,Own-child,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Other-service,Unmarried,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-inc,9,Craft-repair,Husband,Male,0,0,60,United-States,>50K
*,Degree,Not-Partnered,Asian-Pac-Islander,Private,13,Tech-support,Not-in-family,Female,0,2258,48,Philippines,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Other-service,Not-in-family,Male,0,0,32,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Adm-clerical,Unmarried,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Exec-managerial,Own-child,Male,0,0,50,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Prof-specialty,Husband,Male,0,0,40,?,<=50K
*,Degree,Not-Partnered,White,Private,13,Prof-specialty,Not-in-family,Male,0,0,45,United-States,<=50K
*,No-Degree,Partnered,Other,?,3,?,Wife,Female,0,0,40,Mexico,<=50K
*,No-Degree,Partnered,White,Private,9,Farming-fishing,Husband,Male,0,0,70,United-States,<=50K
*,No-Degree,Not-Partnered,White,Federal-gov,10,Tech-support,Not-in-family,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,State-gov,13,Adm-clerical,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,Black,Private,13,Exec-managerial,Husband,Male,0,0,40,England,>50K
*,No-Degree,Partnered,White,Private,10,Adm-clerical,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,11,Sales,Husband,Male,0,0,50,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,9,Other-service,Not-in-family,Female,0,0,50,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,Black,Private,11,Other-service,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Transport-moving,Husband,Male,0,2051,50,United-States,<=50K
*,No-Degree,Partnered,White,Local-gov,5,Other-service,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Local-gov,14,Prof-specialty,Wife,Female,0,0,20,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,9,Adm-clerical,Unmarried,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,45,United-States,<=50K
*,No-Degree,Not-Partnered,White,Self-emp-inc,10,Exec-managerial,Not-in-family,Male,0,0,60,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,10,Exec-managerial,Husband,Male,0,0,60,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,10,Other-service,Own-child,Female,0,0,20,United-States,<=50K
*,Degree,Partnered,White,Self-emp-inc,12,Exec-managerial,Husband,Male,0,0,50,United-States,>50K
*,No-Degree,Partnered,Asian-Pac-Islander,Self-emp-inc,10,Exec-managerial,Wife,Female,0,0,70,South,<=50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Local-gov,5,Other-service,Unmarried,Female,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Self-emp-not-inc,14,Exec-managerial,Not-in-family,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,Black,Private,13,Sales,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Transport-moving,Not-in-family,Male,0,0,55,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Other-service,Own-child,Male,0,0,16,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Craft-repair,Not-in-family,Male,0,0,45,United-States,<=50K
*,Degree,Not-Partnered,White,Private,12,Sales,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Other-service,Not-in-family,Female,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Prof-specialty,Not-in-family,Female,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Self-emp-inc,13,Sales,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Exec-managerial,Unmarried,Female,0,0,50,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Sales,Own-child,Male,0,0,24,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,50,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Transport-moving,Husband,Male,0,0,60,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Adm-clerical,Own-child,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Protective-serv,Not-in-family,Female,0,0,32,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Adm-clerical,Own-child,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Exec-managerial,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,4,Exec-managerial,Husband,Male,0,0,55,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Handlers-cleaners,Husband,Male,4064,0,60,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Other-service,Not-in-family,Female,0,0,50,United-States,<=50K
*,Degree,Partnered,White,Private,16,Prof-specialty,Husband,Male,20051,0,35,El-Salvador,>50K
*,No-Degree,Not-Partnered,White,Private,10,Adm-clerical,Own-child,Female,0,0,15,United-States,<=50K
*,No-Degree,Not-Partnered,Asian-Pac-Islander,Private,9,Craft-repair,Unmarried,Male,0,0,40,Vietnam,<=50K
*,Degree,Partnered,White,Private,13,Sales,Husband,Male,0,0,25,?,<=50K
*,Degree,Partnered,White,Private,13,Sales,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Partnered,White,?,9,?,Husband,Male,0,0,5,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,40,United-States,>50K
*,Degree,Partnered,White,Self-emp-not-inc,15,Farming-fishing,Husband,Male,0,0,2,United-States,<=50K
*,Degree,Partnered,White,Private,15,Prof-specialty,Husband,Male,0,0,60,United-States,>50K
*,No-Degree,Not-Partnered,White,Local-gov,10,Exec-managerial,Not-in-family,Male,0,0,40,Iran,<=50K
*,No-Degree,Not-Partnered,White,Private,6,Other-service,Unmarried,Female,3418,0,35,United-States,<=50K
*,No-Degree,Partnered,Amer-Indian-Eskimo,State-gov,9,Protective-serv,Husband,Male,0,0,40,United-States,>50K
*,Degree,Not-Partnered,White,Private,12,Adm-clerical,Not-in-family,Male,0,0,50,United-States,<=50K
*,Degree,Partnered,White,Private,13,Other-service,Wife,Female,0,0,35,?,>50K
*,No-Degree,Not-Partnered,Black,Private,6,Handlers-cleaners,Unmarried,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Adm-clerical,Wife,Female,0,0,52,United-States,<=50K
*,No-Degree,Partnered,White,State-gov,9,Protective-serv,Husband,Male,0,0,45,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Other-service,Own-child,Female,0,0,9,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Prof-specialty,Wife,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Adm-clerical,Wife,Female,0,0,35,United-States,>50K
*,No-Degree,Not-Partnered,Black,State-gov,10,Exec-managerial,Unmarried,Female,0,0,30,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,7,Sales,Own-child,Female,0,0,15,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Adm-clerical,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Tech-support,Husband,Male,0,0,20,United-States,>50K
